Issue Key,Summary,Description
KAN-741,E6-01 Einzelne Karte anbieten – Angebotsstatus und Auszahlung,"Abgedeckte Story: KAN-68 – E6-01 Einzelne Karte anbieten
Testart: Angebotsstatus und Auszahlung
Priorität der Story: Lowest

Ziel
Prüfung, Verhandlung und Übergabe verfolgen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Adminprüfung durchführen.
2. Preisangebot annehmen oder ablehnen.
3. Übergabe- und Auszahlungsstatus ändern.
4. Benachrichtigungen und Audit prüfen.

Erwartetes Ergebnis
Jeder Übergang ist nachvollziehbar, berechtigt und erzeugt die richtigen Informationen für alle Beteiligten.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-742,E6-02 Sammlung anbieten – Angebot einreichen,"Abgedeckte Story: KAN-69 – E6-02 Sammlung anbieten
Testart: Angebot einreichen
Priorität der Story: Lowest

Ziel
Eine vollständige Karte als Verkäufer anbieten

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Verkäufer anmelden.
2. Kartendaten, Bilder, Zustand und Preis erfassen.
3. Angebot speichern beziehungsweise einreichen.
4. Status und Bestätigung prüfen.

Erwartetes Ergebnis
Das Angebot ist vollständig, eindeutig und im erwarteten Status sichtbar.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-743,E6-02 Sammlung anbieten – Ungültige und fremde Daten,"Abgedeckte Story: KAN-69 – E6-02 Sammlung anbieten
Testart: Ungültige und fremde Daten
Priorität der Story: Lowest

Ziel
Verkäuferfehler und Berechtigungen prüfen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Fehlende oder ungültige Daten senden.
2. Zu große oder falsche Bilder verwenden.
3. Fremdes Angebot über URL/API aufrufen.
4. Fehler beheben und erneut speichern.

Erwartetes Ergebnis
Fehler sind verständlich; fremde Daten bleiben geschützt; gültige Teildaten gehen nicht verloren.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-744,E6-02 Sammlung anbieten – Angebotsstatus und Auszahlung,"Abgedeckte Story: KAN-69 – E6-02 Sammlung anbieten
Testart: Angebotsstatus und Auszahlung
Priorität der Story: Lowest

Ziel
Prüfung, Verhandlung und Übergabe verfolgen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Adminprüfung durchführen.
2. Preisangebot annehmen oder ablehnen.
3. Übergabe- und Auszahlungsstatus ändern.
4. Benachrichtigungen und Audit prüfen.

Erwartetes Ergebnis
Jeder Übergang ist nachvollziehbar, berechtigt und erzeugt die richtigen Informationen für alle Beteiligten.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-745,E6-03 Verkaufsbilder hochladen – Angebot einreichen,"Abgedeckte Story: KAN-70 – E6-03 Verkaufsbilder hochladen
Testart: Angebot einreichen
Priorität der Story: Lowest

Ziel
Eine vollständige Karte als Verkäufer anbieten

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Verkäufer anmelden.
2. Kartendaten, Bilder, Zustand und Preis erfassen.
3. Angebot speichern beziehungsweise einreichen.
4. Status und Bestätigung prüfen.

Erwartetes Ergebnis
Das Angebot ist vollständig, eindeutig und im erwarteten Status sichtbar.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-746,E6-03 Verkaufsbilder hochladen – Ungültige und fremde Daten,"Abgedeckte Story: KAN-70 – E6-03 Verkaufsbilder hochladen
Testart: Ungültige und fremde Daten
Priorität der Story: Lowest

Ziel
Verkäuferfehler und Berechtigungen prüfen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Fehlende oder ungültige Daten senden.
2. Zu große oder falsche Bilder verwenden.
3. Fremdes Angebot über URL/API aufrufen.
4. Fehler beheben und erneut speichern.

Erwartetes Ergebnis
Fehler sind verständlich; fremde Daten bleiben geschützt; gültige Teildaten gehen nicht verloren.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-747,E6-03 Verkaufsbilder hochladen – Angebotsstatus und Auszahlung,"Abgedeckte Story: KAN-70 – E6-03 Verkaufsbilder hochladen
Testart: Angebotsstatus und Auszahlung
Priorität der Story: Lowest

Ziel
Prüfung, Verhandlung und Übergabe verfolgen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Adminprüfung durchführen.
2. Preisangebot annehmen oder ablehnen.
3. Übergabe- und Auszahlungsstatus ändern.
4. Benachrichtigungen und Audit prüfen.

Erwartetes Ergebnis
Jeder Übergang ist nachvollziehbar, berechtigt und erzeugt die richtigen Informationen für alle Beteiligten.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-748,E6-04 Verkaufsdaten erfassen – Angebot einreichen,"Abgedeckte Story: KAN-71 – E6-04 Verkaufsdaten erfassen
Testart: Angebot einreichen
Priorität der Story: Lowest

Ziel
Eine vollständige Karte als Verkäufer anbieten

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Verkäufer anmelden.
2. Kartendaten, Bilder, Zustand und Preis erfassen.
3. Angebot speichern beziehungsweise einreichen.
4. Status und Bestätigung prüfen.

Erwartetes Ergebnis
Das Angebot ist vollständig, eindeutig und im erwarteten Status sichtbar.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-749,E6-04 Verkaufsdaten erfassen – Ungültige und fremde Daten,"Abgedeckte Story: KAN-71 – E6-04 Verkaufsdaten erfassen
Testart: Ungültige und fremde Daten
Priorität der Story: Lowest

Ziel
Verkäuferfehler und Berechtigungen prüfen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Fehlende oder ungültige Daten senden.
2. Zu große oder falsche Bilder verwenden.
3. Fremdes Angebot über URL/API aufrufen.
4. Fehler beheben und erneut speichern.

Erwartetes Ergebnis
Fehler sind verständlich; fremde Daten bleiben geschützt; gültige Teildaten gehen nicht verloren.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
KAN-750,E6-04 Verkaufsdaten erfassen – Angebotsstatus und Auszahlung,"Abgedeckte Story: KAN-71 – E6-04 Verkaufsdaten erfassen
Testart: Angebotsstatus und Auszahlung
Priorität der Story: Lowest

Ziel
Prüfung, Verhandlung und Übergabe verfolgen

Vorbedingungen
- Die Anwendung ist erreichbar und die erforderlichen Testdaten sind vorbereitet.
- Der Test wird in einer isolierten Umgebung mit nachvollziehbaren Benutzerrollen ausgeführt.

Schritte
1. Adminprüfung durchführen.
2. Preisangebot annehmen oder ablehnen.
3. Übergabe- und Auszahlungsstatus ändern.
4. Benachrichtigungen und Audit prüfen.

Erwartetes Ergebnis
Jeder Übergang ist nachvollziehbar, berechtigt und erzeugt die richtigen Informationen für alle Beteiligten.

Responsive Viewports
- Desktop: 1440 x 900 CSS-Pixel.
- Full HD: 1920 x 1080 CSS-Pixel.
- WQHD: 2560 x 1440 CSS-Pixel.
- Ultrawide: 3440 x 1440 CSS-Pixel.
- 4K: 3840 x 2160 CSS-Pixel.
- Tablet: 768 x 1024 CSS-Pixel.
- Smartphone: 390 x 844 CSS-Pixel.
- Bei UI-Tests jeden definierten Viewport pruefen und je Viewport einen eigenen Screenshot am Testlauf hinterlegen.

Beleg und Nachbereitung
- Fuer jeden einzelnen Testschritt unmittelbar nach der Ausfuehrung einen Screenshot als Anhang am Testlauf hinterlegen.
- Der Screenshot muss die relevante Ausgangslage bzw. Eingabe und das sichtbare Ergebnis des jeweiligen Schrittes nachvollziehbar zeigen.
- Alle Schritte des Tests muessen einen eigenen Nachweis besitzen; bei Eingabeschritten sind Eingabe und anschliessende Reaktion zu dokumentieren.
- PASS nur vergeben, wenn alle Schritte erfolgreich abgeschlossen und fuer alle Schritte Screenshots hinterlegt sind.
- FAIL oder BLOCKED ebenfalls mit Screenshot(s), tatsaechlichem Ergebnis, Datum, Tester und Umgebung dokumentieren; bei FAIL einen Bug mit Reproduktionsschritten und Verweis auf diesen Test anlegen.
- Passwoerter, Tokens, Zahlungsdaten und sonstige Geheimnisse niemals im Klartext speichern; vor dem Anhang maskieren oder schwaerzen."
